town_code,town,district,region,population,website,email,source,status
520438,Ladomirov,Snina,Prešovský kraj,254,https://obecladomirov.sk,oculad@centrum.sk,guessed,ok
520489,Michajlov,Snina,Prešovský kraj,84,https://obecmichajlov.sk,podatelna@obecmichajlov.sk,guessed,ok
520551,Nová Sedlica,Snina,Prešovský kraj,256,https://www.novasedlica.ocu.sk,obec.novasedlica@makoba.sk,xls,ok
520594,Osadné,Snina,Prešovský kraj,155,https://www.osadne.sk,alfa@wolf.sk,guessed,ok
520632,Parihuzovce,Snina,Prešovský kraj,21,https://parihuzovce@gmail.com,parihuzovce@inmail.sk,minv,ok
520641,Pčoliné,Snina,Prešovský kraj,549,https://www.pcoline.sk,podatelna@pcoline.sk,guessed,ok
520659,Pichne,Snina,Prešovský kraj,572,https://www.pichne.sk,podatelna@pichne.sk,guessed,ok
520675,Príslop,Snina,Prešovský kraj,50,https://www.prislop.sk,obec@prislop.sk,guessed,ok
520730,Runina,Snina,Prešovský kraj,77,https://obecrunina.sk,obec@runina.onmicrosoft.com,guessed,ok
520748,Ruská Volová,Snina,Prešovský kraj,96,https://obecruskavolova@lekosonline.sk,obecruskavolova@mail.t-com.sk,minv,ok
520764,Ruský Potok,Snina,Prešovský kraj,134,https://www.obecruskypotok.webnode.sk,obecruskypotok@mail.t-com.sk,xls,ok
520870,Šmigovec,Snina,Prešovský kraj,79,https://www.smigovec.estranky.sk,obecsmigovec@gmail.com,xls,ok
520802,Snina,Snina,Prešovský kraj,19421,https://www.snina.sk,info@snina.sk,guessed,ok
520829,Stakčín,Snina,Prešovský kraj,2425,http://stakcin.eu,oustakcin@stonline.sk,xls,ok
520811,Stakčínska Roztoka,Snina,Prešovský kraj,300,https://www.obecstakcinskaroztoka.webnode.sk,stakcinska.roztoka@lekosonline.sk,xls,ok
520845,Strihovce,Snina,Prešovský kraj,146,https://obecstrihovce@lekosonline.sk,obecstrihovce@lekosonline.sk,minv,ok
520888,Topoľa,Snina,Prešovský kraj,147,https://topola.sk,obectopola@gmail.com,guessed,ok
520918,Ubľa,Snina,Prešovský kraj,774,https://obecubla.sk,obecubla@lekosonline.sk,guessed,ok
520934,Ulič,Snina,Prešovský kraj,837,https://www.obeculic.sk,starosta@obeculic.sk,guessed,ok
520942,Uličské Krivé,Snina,Prešovský kraj,243,https://www.ulicskekrive.ocu.sk,obec.ulickrive@makoba.sk,xls,ok
521051,Zboj,Snina,Prešovský kraj,293,https://www.zboj.sk,starosta@zboj.sk,guessed,ok
521108,Zemplínske Hámre,Snina,Prešovský kraj,1272,https://www.zemplinskehamre.sk,zemplinskehamre@gmail.com,xls,ok
522309,Baškovce - Sobrance,Sobrance,Košický kraj,238,,,none,no_website
522317,Beňatina,Sobrance,Košický kraj,181,https://www.benatina.sk,info@benatina.sk,guessed,ok
522325,Bežovce,Sobrance,Košický kraj,987,https://www.bezovce.sk,oubezovce@lekosonline.sk,guessed,ok
522333,Blatná Polianka,Sobrance,Košický kraj,165,https://www.blatnapolianka.sk,blatnapolianka@lekosonline.sk,xls,ok
522341,Blatné Remety,Sobrance,Košický kraj,692,https://www.blatneremety.sk,bremety@gmail.com,xls,ok
522350,Blatné Revištia,Sobrance,Košický kraj,187,https://www.blatnerevistia.ocu.sk,bl.revistia@minet.sk,xls,ok
522384,Bunkovce,Sobrance,Košický kraj,366,https://bunkovce.sk,obec@bunkovce.sk,guessed,ok
522503,Choňkovce,Sobrance,Košický kraj,513,,ouchonkovce@minet.sk,none,no_website
522422,Fekišovce,Sobrance,Košický kraj,304,https://obecfekisovce.sk,obec.fekisovce@szm.sk,guessed,ok
522457,Hlivištia,Sobrance,Košický kraj,375,https://obechlivistia.sk,obec@obechlivistia.sk,guessed,ok
522473,Horňa,Sobrance,Košický kraj,335,https://obechorna.sk,horna@interdum.sk,guessed,ok
522490,Husák,Sobrance,Košický kraj,172,https://www.husak.sk,obechusak@lekosonline.sk,guessed,ok
522520,Inovce,Sobrance,Košický kraj,203,https://www.inovce.sk,podatelna@inovce.sk,guessed,ok
522538,Jasenov - Sobrance,Sobrance,Košický kraj,290,,,none,no_website
522554,Jenkovce,Sobrance,Košický kraj,431,https://www.obecjenkovce.sk,obecjenkovce@lekosonline.sk,guessed,ok
522601,Kolibabovce,Sobrance,Košický kraj,185,https://www.kolibabovce.sk,,guessed,no_email
522627,Koňuš,Sobrance,Košický kraj,341,https://www.konus-obec.sk,konus@lekosonline.sk,xls,ok
522643,Koromľa,Sobrance,Košický kraj,424,https://www.obeckoromla.sk,starosta@obeckoromla.sk,guessed,ok
522660,Krčava,Sobrance,Košický kraj,405,https://www.krcava.sk,admin@krcava.sk,guessed,ok
522678,Kristy,Sobrance,Košický kraj,322,https://kristy.sk,kristy@lekosonline.sk,guessed,ok
522716,Lekárovce,Sobrance,Košický kraj,881,https://www.obeclekarovce.sk,obeclekarovce@lekosonline.sk,guessed,ok
522813,Nižná Rybnica,Sobrance,Košický kraj,418,https://www.niznarybnica.stranky.cc,oun.rybnica@stonline.sk,xls,ok
522821,Nižné Nemecké,Sobrance,Košický kraj,329,https://www.niznenemecke.sk,nizne.nemecke@centrum.sk,xls,ok
522830,Orechová,Sobrance,Košický kraj,253,https://obecorechova.sk,starosta@obecorechova.sk,guessed,ok
522856,Ostrov - Sobrance,Sobrance,Košický kraj,297,,,none,no_website
522899,Petrovce - Sobrance,Sobrance,Košický kraj,200,,,none,no_website
522911,Pinkovce,Sobrance,Košický kraj,187,https://www.pinkovce.sk,starosta@pinkovce.sk,guessed,ok
522929,Podhoroď,Sobrance,Košický kraj,336,https://podhorod.sk,podhorod@podhorod.sk,guessed,ok
522937,Porostov,Sobrance,Košický kraj,191,https://obecporostov.sk,porostov@lekosonline.sk,guessed,ok
522953,Porúbka - Sobrance,Sobrance,Košický kraj,405,,,none,no_website
522970,Priekopa,Sobrance,Košický kraj,290,https://www.priekopa.sk,info@priekopa.sk,guessed,ok
523003,Remetské Hámre,Sobrance,Košický kraj,566,https://www.remetskehamre.sk,starosta@remetskehamre.sk,xls,ok
523011,Ruská Bystrá,Sobrance,Košický kraj,107,https://www.ruskabystra.lekosonline.sk,ruskabystra@lekosonline.sk,xls,ok
523020,Ruskovce - Sobrance,Sobrance,Košický kraj,270,,,none,no_website
523038,Ruský Hrabovec,Sobrance,Košický kraj,285,,ocuruskyhrabovec@centrum.sk,none,no_website
523046,Sejkov,Sobrance,Košický kraj,196,https://www.sejkov.sk,sejkov@lekosonline.sk,guessed,ok
523089,Sobrance,Sobrance,Košický kraj,6324,https://www.sobrance.sk,sekretariat@sobrance.sk,guessed,ok
523143,Svätuš,Sobrance,Košický kraj,109,https://obecsvatus.sk,info@obecsvatus.sk,guessed,ok
523160,Tašuľa,Sobrance,Košický kraj,183,https://www.tasula.sk,sekretariat@tasula.sk,guessed,ok
523178,Tibava,Sobrance,Košický kraj,541,https://www.obectibava.sk,ocu.tibava@lekosonline.sk,guessed,ok
523224,Úbrež,Sobrance,Košický kraj,883,https://www.obecubrez.sk,sekretariat@obecubrez.sk,guessed,ok
523232,Veľké Revištia,Sobrance,Košický kraj,523,https://www.velkerevistia.sk,velkerevistia@lekosonline.sk,xls,ok
523267,Vojnatina,Sobrance,Košický kraj,244,https://vojnatina.sk,ocuvojnatina@minet.sk,guessed,ok
523305,Vyšná Rybnica,Sobrance,Košický kraj,379,https://www.vysnarybnica.sk,vysnarybnica@lekosonline.sk,xls,ok
523313,Vyšné Nemecké,Sobrance,Košický kraj,240,https://www.vysnenemecke.sk,ocu_vn@lekosonline.sk,xls,ok
523321,Vyšné Remety,Sobrance,Košický kraj,415,https://vysne-remety.sk,vysneremety@lekosonline.sk,guessed,ok
523330,Záhor,Sobrance,Košický kraj,628,https://obeczahor.sk,ocu.zahor@lekosonline.sk,guessed,ok
526363,Arnutovce,Spišská Nová Ves,Košický kraj,820,https://obecarnutovce.sk,starostka@obecarnutovce.sk,guessed,ok
526398,Betlanovce,Spišská Nová Ves,Košický kraj,736,https://www.betlanovce.sk,podatelna@betlanovce.sk,guessed,ok
526436,Bystrany,Spišská Nová Ves,Košický kraj,3698,https://obecbystrany.sk,obecbystrany@gmail.com,guessed,ok
543152,Chrasť nad Hornádom,Spišská Nová Ves,Košický kraj,916,https://www.chrastnadhornadom.ocu.sk,ocuchrast@chrastnadhornadom.sk,xls,ok
526444,Danišovce,Spišská Nová Ves,Košický kraj,568,https://www.obecdanisovce.eu           www.obecdanisovce.szm.sk,obecdanisovce@stonline.sk,xls,ok
526533,Harichovce,Spišská Nová Ves,Košický kraj,1850,https://www.harichovce.sk,obecharichovce@harichovce.sk,guessed,ok
526568,Hincovce,Spišská Nová Ves,Košický kraj,244,https://obechincovce.sk,info@obechincovce.sk,guessed,ok
526576,Hnilčík,Spišská Nová Ves,Košický kraj,556,https://www.obechnilcik.sk,starosta@obechnilcik.sk,guessed,ok
526584,Hnilec,Spišská Nová Ves,Košický kraj,409,https://www.hnilec.eu,hnilec@t-zones.sk,xls,ok
526592,Hrabušice,Spišská Nová Ves,Košický kraj,2546,https://www.hrabusice.sk,stavebnyurad@hrabusice.sk,guessed,ok
543161,Iliašovce,Spišská Nová Ves,Košický kraj,1001,https://www.iliasovce.sk,podatelna@iliasovce.sk,guessed,ok
543195,Jamník - Spišská Nová Ves,Spišská Nová Ves,Košický kraj,1200,,,none,no_website
543209,Kaľava,Spišská Nová Ves,Košický kraj,397,https://kalava.sk,obec@kalava.sk,guessed,ok
543250,Kolinovce,Spišská Nová Ves,Košický kraj,581,https://www.kolinovce.sk,starosta@kolinovce.sk,guessed,ok
543268,Krompachy,Spišská Nová Ves,Košický kraj,8671,https://www.krompachy.sk,podatelna@krompachy.sk,guessed,ok
543284,Letanovce,Spišská Nová Ves,Košický kraj,2292,https://www.letanovce.sk,obecletanovce@letanovce.eu,guessed,ok
543306,Lieskovany,Spišská Nová Ves,Košický kraj,364,https://lieskovany.sk,obec@lieskovany.sk,guessed,ok
543331,Markušovce,Spišská Nová Ves,Košický kraj,4632,https://www.markusovce.sk,starosta@markusovce.sk,guessed,ok
543349,Matejovce nad Hornádom,Spišská Nová Ves,Košický kraj,530,https://www.matejovcenadhornadom.sk,matejovcenh@levonetmail.sk,xls,ok
543357,Mlynky,Spišská Nová Ves,Košický kraj,529,https://mlynky.sk,starosta@mlynky.sk,guessed,ok
543403,Odorín,Spišská Nová Ves,Košický kraj,985,https://obecodorin.sk,stavebny.urad@obecodorin.sk,guessed,ok
543411,Olcnava,Spišská Nová Ves,Košický kraj,1087,https://olcnava.sk,olcnava@stonline.sk,guessed,ok
543438,Oľšavka - Spišská Nová Ves,Spišská Nová Ves,Košický kraj,185,,,none,no_website
543489,Poráč,Spišská Nová Ves,Košický kraj,979,https://www.porac.sk,obecporac@gmail.com,guessed,ok
543519,Rudňany,Spišská Nová Ves,Košický kraj,4783,https://www.rudnany.sk,starosta@rudnany.sk,guessed,ok
543527,Slatvina,Spišská Nová Ves,Košický kraj,317,https://www.slatvina.eu,obecslatvina@stonline.sk,xls,ok
543535,Slovinky,Spišská Nová Ves,Košický kraj,1870,https://www.obecslovinky.sk,hlavny.kontrolor@obecslovinky.sk,guessed,ok
560154,Smižany,Spišská Nová Ves,Košický kraj,8887,https://www.smizany.sk,info@smizany.sk,guessed,ok
526355,Spišská Nová Ves,Spišská Nová Ves,Košický kraj,36868,https://www.spisskanovaves.eu,radnica@mestosnv.sk,xls,ok
543586,Spišské Tomášovce,Spišská Nová Ves,Košický kraj,2124,https://www.spissketomasovce.sk,starosta@spissketomasovce.sk,xls,ok
543594,Spišské Vlachy,Spišská Nová Ves,Košický kraj,3450,https://www.spisskevlachy.sk,msuspv@spisskevlachy.sk,xls,ok
543616,Spišský Hrušov,Spišská Nová Ves,Košický kraj,1294,https://www.spisskyhrusov.sk,sphrusov@levonetmail.sk,xls,ok
543667,Teplička,Spišská Nová Ves,Košický kraj,1161,https://www.teplicka.sk,starosta@teplicka.sk,guessed,ok
543713,Vítkovce,Spišská Nová Ves,Košický kraj,594,https://www.obecvitkovce.sk,sekretariat@obecvitkovce.sk,guessed,ok
543721,Vojkovce,Spišská Nová Ves,Košický kraj,420,https://vojkovce.sk,sekretariat.vojkovce@gmail.com,guessed,ok
526657,Žehra,Spišská Nová Ves,Košický kraj,2503,https://www.obeczehra.sk,starosta@obeczehra.sk,guessed,ok
526754,Chmeľnica,Stará Ľubovňa,Prešovský kraj,991,https://www.chmelnica.sk,starostachmelnicapt@gmail.com,guessed,ok
526673,Čirč,Stará Ľubovňa,Prešovský kraj,1341,https://circ.sk,info@circ.sk,guessed,ok
526681,Ďurková,Stará Ľubovňa,Prešovský kraj,231,https://obecdurkova.sk,info@obecdurkova.sk,guessed,ok
526690,Forbasy,Stará Ľubovňa,Prešovský kraj,453,https://www.forbasy.sk,ouforbasy@stonline.sk,xls,ok
526703,Hajtovka,Stará Ľubovňa,Prešovský kraj,66,https://obechajtovka.sk,info@obechajtovka.sk,guessed,ok
526711,Haligovce,Stará Ľubovňa,Prešovský kraj,627,https://obechaligovce.sk,obechaligovce@slnet.sk,guessed,ok
526720,Hniezdne,Stará Ľubovňa,Prešovský kraj,1443,https://www.hniezdne.sk,starosta@hniezdne.sk,guessed,ok
526738,Hraničné,Stará Ľubovňa,Prešovský kraj,188,https://www.hranicne.sk,miroslav.pokrivcak@hranicne.sk,guessed,ok
526746,Hromoš,Stará Ľubovňa,Prešovský kraj,498,https://www.hromos.sk,sekretariat@hromos.sk,guessed,ok
526762,Jakubany,Stará Ľubovňa,Prešovský kraj,2857,https://www.jakubany.sk,info@jakubany.sk,guessed,ok
526771,Jarabina,Stará Ľubovňa,Prešovský kraj,931,https://www.obecjarabina.sk,starosta@obecjarabina.sk,guessed,ok
526789,Kamienka,Stará Ľubovňa,Prešovský kraj,1353,https://www.obeckamienka.sk,obeckamienka@slnet.sk,guessed,ok
526797,Kolačkov,Stará Ľubovňa,Prešovský kraj,1368,https://www.kolackov.sk,starosta@kolackov.sk,guessed,ok
526801,Kremná,Stará Ľubovňa,Prešovský kraj,99,https://kremna.sk,starosta@kremna.sk,guessed,ok
526819,Kyjov,Stará Ľubovňa,Prešovský kraj,748,https://www.kyjovcik.sk,info@kyjovcik.sk,guessed,ok
526827,Lacková,Stará Ľubovňa,Prešovský kraj,159,https://www.obeclackova.sk,lackova.obec@azet.sk,guessed,ok
526835,Legnava,Stará Ľubovňa,Prešovský kraj,98,https://legnava.sk,info@legnava.sk,guessed,ok
526843,Lesnica,Stará Ľubovňa,Prešovský kraj,486,https://lesnica.eu/?,info@lesnica.sk,guessed,ok
526851,Litmanová,Stará Ľubovňa,Prešovský kraj,639,https://www.litmanova.sk,podatelna@litmanova.sk,guessed,ok
526860,Lomnička,Stará Ľubovňa,Prešovský kraj,3532,https://www.obeclomnicka.sk,obec@obeclomnicka.sk,guessed,ok
526878,Ľubotín,Stará Ľubovňa,Prešovský kraj,1354,https://www.lubotin.sk,sekretariat@lubotin.sk,guessed,ok
526886,Malý Lipník,Stará Ľubovňa,Prešovský kraj,461,,obecmalylipnik@livenet.sk,none,no_website
526894,Matysová,Stará Ľubovňa,Prešovský kraj,65,https://matysova.sk,podatelna@matysova.sk,guessed,ok
526908,Mníšek nad Popradom,Stará Ľubovňa,Prešovský kraj,626,https://www.mniseknadpopradom.sk,starosta@mniseknadpopradom.sk,xls,ok
526916,Nižné Ružbachy,Stará Ľubovňa,Prešovský kraj,632,https://www.nizneruzbachy.sk          www.nizneruzbachy.szm.sk,nizneruzbachy@slnet.sk,xls,ok
526924,Nová Ľubovňa,Stará Ľubovňa,Prešovský kraj,2988,https://www.novalubovna.sk,starosta@novalubovna.sk,xls,ok
526932,Obručné,Stará Ľubovňa,Prešovský kraj,29,,obrucne@zoznam.sk,none,no_website
526941,Orlov,Stará Ľubovňa,Prešovský kraj,611,https://www.obecorlov.sk,starostaorlov@slnet.sk,guessed,ok
526959,Plaveč,Stará Ľubovňa,Prešovský kraj,1807,https://plavec.sk,stavebnyurad@plavec.sk,guessed,ok
526967,Plavnica,Stará Ľubovňa,Prešovský kraj,1646,https://www.plavnica.sk,starosta@plavnica.sk,guessed,ok
526975,Podolínec,Stará Ľubovňa,Prešovský kraj,3151,https://www.podolinec.sk,primator@podolinec.eu,guessed,ok
526983,Pusté Pole,Stará Ľubovňa,Prešovský kraj,224,https://www.pustepole.ocu.sk,obecpustepole@slnet.sk,xls,ok
526991,Ruská Voľa nad Popradom,Stará Ľubovňa,Prešovský kraj,83,https://www.ruskavolanadpopradom.obceinfo.sk,ruskavola@zoznam.sk,xls,ok
527033,Šambron,Stará Ľubovňa,Prešovský kraj,379,https://www.sambron.sk,sambron@slnet.sk,guessed,ok
527041,Šarišské Jastrabie,Stará Ľubovňa,Prešovský kraj,1500,https://www.sarisskejastrabie.sk,obecsarjastrabie@slnet.sk,xls,ok
526665,Stará Ľubovňa,Stará Ľubovňa,Prešovský kraj,16294,https://www.staralubovna.sk,mesto@staralubovna.sk,xls,ok
527009,Starina,Stará Ľubovňa,Prešovský kraj,50,https://starina.sk,starosta@starina.sk,guessed,ok
527017,Stráňany,Stará Ľubovňa,Prešovský kraj,190,https://stranany.sk,podatelna@stranany.sk,guessed,ok
527025,Sulín,Stará Ľubovňa,Prešovský kraj,315,https://www.sulin.sk,obeobecsulin@livenet.sk,guessed,ok
527050,Údol,Stará Ľubovňa,Prešovský kraj,372,https://www.obecudol.sk,obecudol@obecudol.sk,guessed,ok
527068,Veľká Lesná,Stará Ľubovňa,Prešovský kraj,499,https://www.velkalesna.sk,obecvelkalesna@slnet.sk,xls,ok
527076,Veľký Lipník,Stará Ľubovňa,Prešovský kraj,933,https://www.velkylipnik.sk,obec@velkylipnik.sk,xls,ok
527084,Vislanka,Stará Ľubovňa,Prešovský kraj,264,https://vislanka.sk,obecvislanka@centrum.sk,guessed,ok
527092,Vyšné Ružbachy,Stará Ľubovňa,Prešovský kraj,1436,https://www.obecvysneruzbachy.sk,obec@obecvysneruzbachy.sk,xls,ok
527114,Baňa,Stropkov,Prešovský kraj,191,https://obecbana.sk,info@obecbana.sk,guessed,ok
527157,Breznica,Stropkov,Prešovský kraj,837,https://www.zsbreznica.edu.sk,obecbreznica@mail.t-com.sk,xls,ok
527165,Breznička - Stropkov,Stropkov,Prešovský kraj,126,,,none,no_website
527173,Brusnica,Stropkov,Prešovský kraj,381,https://brusnica.sk,starosta@brusnica.sk,guessed,ok
527181,Bukovce,Stropkov,Prešovský kraj,536,https://www.obecbukovce.sk,sekretariat@obecbukovce.sk,guessed,ok
527190,Bystrá - Stropkov,Stropkov,Prešovský kraj,22,,,none,no_website
527203,Bžany,Stropkov,Prešovský kraj,199,https://bzany.sk,obecbzany@gmail.com,guessed,ok
527335,Chotča,Stropkov,Prešovský kraj,634,https://www.chotca.sk,obec@chotca.sk,guessed,ok
527262,Duplín,Stropkov,Prešovský kraj,547,https://duplin.sk,obecduplin@gmail.com,guessed,ok
527289,Gribov,Stropkov,Prešovský kraj,192,https://www.obecgribov.sk,starosta@obecgribov.sk,guessed,ok
527297,Havaj,Stropkov,Prešovský kraj,410,https://www.obechavaj.sk,info@obechavaj.sk,guessed,ok
527343,Jakušovce,Stropkov,Prešovský kraj,42,https://www.jakusovce.sk,info@jakusovce.sk,guessed,ok
527386,Kolbovce,Stropkov,Prešovský kraj,187,https://kolbovce.sk,kolbovce@centrum.sk,guessed,ok
527408,Korunková,Stropkov,Prešovský kraj,79,https://www.korunkova.sk,,guessed,no_email
527416,Kožuchovce,Stropkov,Prešovský kraj,57,,,none,no_website
527467,Krišľovce,Stropkov,Prešovský kraj,30,https://obeckrislovce.sk,obec.krislovce@centrum.sk,guessed,ok
527793,Kručov,Stropkov,Prešovský kraj,208,https://krucov.sk,info@krucov.sk,guessed,ok
527475,Krušinec,Stropkov,Prešovský kraj,245,https://www.krusinec.sk,bochinviktor@gmail.com,xls,ok
527513,Lomné,Stropkov,Prešovský kraj,239,https://www.lomne.sk,info@webex.sk,guessed,ok
527521,Makovce,Stropkov,Prešovský kraj,157,https://www.makovce.sk,sekretariat@makovce.sk,guessed,ok
527530,Malá Poľana,Stropkov,Prešovský kraj,118,,obecmalapolana@centrum.sk,none,no_website
527572,Miková,Stropkov,Prešovský kraj,135,https://www.obecmikova.sk,podatelna@obecmikova.sk,guessed,ok
527581,Miňovce,Stropkov,Prešovský kraj,340,https://www.minovce.sk,ou.minovce@centrum.sk,xls,ok
527611,Mrázovce,Stropkov,Prešovský kraj,79,https://www.mrazovce.sk,,xls,no_email
527637,Nižná Olšava,Stropkov,Prešovský kraj,424,https://www.niznaolsava.ou.sk,nizna.olsava@centrum.sk,xls,ok
527700,Oľšavka - Stropkov,Stropkov,Prešovský kraj,204,,,none,no_website
527718,Potôčky,Stropkov,Prešovský kraj,66,,,none,no_website
527726,Potoky,Stropkov,Prešovský kraj,85,https://potoky.sk,obecsandal@gmail.com,guessed,ok
527866,Šandal,Stropkov,Prešovský kraj,324,https://sandal.sk,obecsandal@gmail.com,guessed,ok
527815,Soľník,Stropkov,Prešovský kraj,30,,karaman@vsoz.sk,none,no_website
527823,Staškovce,Stropkov,Prešovský kraj,245,https://www.staskovce.sk,info@webex.sk,guessed,ok
527840,Stropkov,Stropkov,Prešovský kraj,10395,https://www.stropkov.sk,hlasovaci.preukaz@stropkov.sk,guessed,ok
527912,Tisinec,Stropkov,Prešovský kraj,489,https://tisinec.sk,starosta@tisinec.sk,guessed,ok
527921,Tokajík,Stropkov,Prešovský kraj,98,https://www.obectokajik.sk,admin@obectokajik.sk,guessed,ok
527939,Turany nad Ondavou,Stropkov,Prešovský kraj,365,https://www.turanynadondavou.com,obecturany@zoznam.sk,xls,ok
527971,Varechovce,Stropkov,Prešovský kraj,148,https://varechovce.sk,obec.varechovce62@gmail.com,guessed,ok
527980,Veľkrop,Stropkov,Prešovský kraj,243,https://www.obecvelkrop.sk,podatelna@obecvelkrop.sk,guessed,ok
527998,Vislava,Stropkov,Prešovský kraj,182,https://obecvislava.sk,obec.vislava@post.sk,guessed,ok
528005,Vladiča,Stropkov,Prešovský kraj,68,,,none,no_website
528013,Vojtovce,Stropkov,Prešovský kraj,102,https://www.vojtovce.sk,obecvojtovce@vojtovce.sk,xls,ok
528021,Vyškovce,Stropkov,Prešovský kraj,127,https://www.vyskovce.sk,starosta@vyskovce.sk,guessed,ok
528048,Vyšná Olšava,Stropkov,Prešovský kraj,640,https://www.vysnaolsava.sk,obecvo@vl.sk,xls,ok
560073,Vyšný Hrabovec,Stropkov,Prešovský kraj,186,,juraj.psar@stonline.sk,none,no_website
527122,Belejovce,Svidník,Prešovský kraj,20,https://belejovce.sk,jmarko@zoznam.sk,guessed,ok
527131,Beňadikovce,Svidník,Prešovský kraj,201,https://www.benadikovce.sk,ladislav.dzogan@gmail.com,guessed,ok
527149,Bodružal,Svidník,Prešovský kraj,62,,dusan.zeliznak@gmail.com,none,no_website
527211,Cernina,Svidník,Prešovský kraj,584,https://cernina.sk,cerninask@gmail.com,guessed,ok
527220,Cigla,Svidník,Prešovský kraj,71,https://www.cigla.sk,obeccigla@gmail.com,xls,ok
527238,Dlhoňa,Svidník,Prešovský kraj,91,,obec_dlhona@centrum.sk,none,no_website
527246,Dobroslava,Svidník,Prešovský kraj,47,,slepecky@szm.sk,none,no_website
527254,Dubová - Svidník,Svidník,Prešovský kraj,209,,,none,no_website
580601,Dukovce,Svidník,Prešovský kraj,279,https://www.dukovce.sk,info@webex.sk,guessed,ok
527271,Fijaš,Svidník,Prešovský kraj,150,https://fijas.sk,obecfijas@gmail.com,guessed,ok
519197,Giraltovce,Svidník,Prešovský kraj,4096,https://www.giraltovce.sk,sekretariat@giraltovce.sk,guessed,ok
527301,Havranec,Svidník,Prešovský kraj,13,https://www.havranec.sk,milan.scerba@gmail.com,guessed,ok
527319,Hrabovčík,Svidník,Prešovský kraj,345,https://www.hrabovcik.sk,sekretariat@hrabovcik.sk,guessed,ok
527327,Hunkovce,Svidník,Prešovský kraj,333,,hunkovce@centrum.sk,none,no_website
527351,Jurkova Voľa,Svidník,Prešovský kraj,84,,jurkovavola@zmail.sk,none,no_website
519316,Kalnište,Svidník,Prešovský kraj,519,https://www.kalniste.sk,info@kalniste.sk,guessed,ok
527360,Kapišová,Svidník,Prešovský kraj,446,https://www.kapisova.sk,kapisova@kapisova.sk,guessed,ok
527378,Kečkovce,Svidník,Prešovský kraj,261,https://keckovce.sk,obec.keckovce@gmail.com,guessed,ok
519332,Kobylnice,Svidník,Prešovský kraj,95,https://obeckobylnice.sk,obec.kobylnice@gmail.com,guessed,ok
527394,Korejovce,Svidník,Prešovský kraj,80,https://www.obeckorejovce.webnode.sk,obec.korejovce@centrum.sk,xls,ok
519391,Kračúnovce,Svidník,Prešovský kraj,1251,https://kracunovce.sk,kracunovce.obec@gmail.com,guessed,ok
527424,Krajná Bystrá,Svidník,Prešovský kraj,468,,,none,no_website
527432,Krajná Poľana,Svidník,Prešovský kraj,218,https://www.krajnapolana.webnode.sk,krajnapolana@centrum.sk,xls,ok
527441,Krajná Porúbka,Svidník,Prešovský kraj,39,,obec.krajnaporubka@centrum.sk,none,no_website
527459,Krajné Čierno,Svidník,Prešovský kraj,72,https://www.krajnecierno.ou.sk,hambom@zoznam.sk,xls,ok
527483,Kružlová,Svidník,Prešovský kraj,705,https://kruzlova.sk/new,techniksk@atlas.sk,guessed,ok
519448,Kuková,Svidník,Prešovský kraj,744,https://www.obeckukova.sk,podatelna@obeckukova.sk,guessed,ok
527491,Kurimka,Svidník,Prešovský kraj,383,https://www.kurimka.sk,kurimka@kurimka.sk,guessed,ok
527505,Ladomirová,Svidník,Prešovský kraj,1055,https://www.ladomirova.sk,starosta@ladomirova.sk,guessed,ok
519537,Lúčka - Svidník,Svidník,Prešovský kraj,521,,,none,no_website
519561,Lužany pri Topli,Svidník,Prešovský kraj,256,https://www.luzany.host.sk,obecluzanypritopli@gmail.com,xls,ok
527548,Matovce,Svidník,Prešovský kraj,123,https://matovce.sk,obecmatovce@gmail.com,guessed,ok
527556,Medvedie,Svidník,Prešovský kraj,46,https://www.medvedie.sk,obecmedvedie@gmail.com,guessed,ok
527564,Mestisko,Svidník,Prešovský kraj,457,https://www.mestisko.sk,sekretariat@mestisko.sk,guessed,ok
519596,Mičakovce,Svidník,Prešovský kraj,132,,obecmicakovce@gmail.com,none,no_website
527599,Miroľa,Svidník,Prešovský kraj,54,,,none,no_website
527602,Mlynárovce,Svidník,Prešovský kraj,224,https://www.mlynarovce.sk,e-mail.obecmlynarovce@gmail.com,guessed,ok
527629,Nižná Jedľová,Svidník,Prešovský kraj,103,https://www.niznajedlova.ocu.sk,alena.dzupinova@centrum.sk,xls,ok
527645,Nižná Pisaná,Svidník,Prešovský kraj,83,https://www.niznapisana.sk,rppksk@sppk.sk,xls,ok
527653,Nižný Komárnik,Svidník,Prešovský kraj,188,,obecniznykomarnik@zoznam.sk,none,no_website
527661,Nižný Mirošov,Svidník,Prešovský kraj,270,https://www.niznymirosov.webnode.sk,obecniznymirosov@centrum.sk,xls,ok
527670,Nižný Orlík,Svidník,Prešovský kraj,322,https://www.johnyweb.tym.sk,obecniznyorlik@stonline.sk,xls,ok
527688,Nová Polianka,Svidník,Prešovský kraj,71,,,none,no_website
527696,Okrúhle,Svidník,Prešovský kraj,590,https://www.obecokruhle.sk,urad@obecokruhle.sk,guessed,ok
527734,Príkra,Svidník,Prešovský kraj,12,https://obecprikra.sk,jan.brenisin@upsvar.sk,guessed,ok
527742,Pstriná,Svidník,Prešovský kraj,57,https://www.obecpstrina.sk,mihalikovahanka@centrum.sk,guessed,ok
527751,Radoma,Svidník,Prešovský kraj,429,https://www.obecradoma.sk,info@webex.sk,guessed,ok
